REGISTRO;F_1;F_2_COD_1;F_3;F_4;F_5;F_6;F_7;P1_1;P1_2;P1_3;P1_4;P1_5;P1_6;P1_7;P1_8;P1_9;P1_10;P1_11;P1_12;P1_13;P1_14;P1_15;P1_16;P1_17;P1_18;P1_19;P1_20;P1_21;P1_22;P1_23;P1_24;P1_25;P1_26;P1_27;P1_28;P1_29;P1_98O;P1_98;P2_1;P2_02;P2_3;P2_4;P2_5;P2_6;P2_7;P2_8;P2_9;P2_10;P2_11;P2_12;P2_13;P2_14;P2_98O;P2_98;P3_1;P3_2;P3_3;P3_4;P4;P5_1;P5_2;P5_3;P5_4;P5_5;P5_6;P5_7;P5_8;P5_9;P5_10;P5_11;P5_12;P5_13;P5_14;P5_15;P5_16;P5_98O;P5_98;P6;P7;P8_1;P8_2;P8_3;P8_4;P8_5;P8_6;P8_7;P8_8;P8_9;P8_10;P8_11;P8_12;P8_13;P8_14;P8_15;P8_16;P8_17;P8_18;P8_19;P8_20;P8_21;P9_COD_1;P9_COD_2;P9_COD_3;P9_COD_4;P10;P11A;P11_1;P11_2;P11_3;P11_4;P11_5;P11_6;P11_7;P11_8;P12;P13;P14_COD_1;P14_COD_2;P14_COD_3;P15_1;P15_2;P15_3;P16_1;P16_2;P16_3;P16_4;P17;P18;P19_1;P19_2;P19_3;P19_4;P19_5;P20;P21_1;P21_2;P21_3;P22;P23_1;P23_2;P24;P25;P26;P27_1;P27_2;P27_3;P28_COD_1;P28_COD_2;P28_COD_3;P29;P30;P31_1;P31_2;P31_3;P31_4;P32_1;P32_2;P32_3;P32_4;P32_5;P32_6;P32_7;P32_8;P32_9;P33;P34;P35;P36;P37;P38_1;P38_2;P39;P40_1;P40_2;P40_3;P41_COD_1;P41_COD_2;P42;P43;P44;FACTOR
501;1;38;2;2;2;4;2;5;5;4;1;5;5;3;0;5;5;5;3;1;2;4;1;1;1;1;5;1;1;5;1;1;3;5;2;4; ; ;3;5;5;4;1;3;1;1;1;5;5;3;3;5; ; ;1;1;2;1;2;3;4;5;5;5;1;5;5;5;5;4;4;5;5;5;5; ; ;5;3;3;5;5;5;4;2;5;5;5;5;5;4;2;5;4;5;5;3;5;5;5;14;18; ; ;1;4;1; ; ; ; ; ; ; ;3;5;6; ; ;3;3;4;16; ; ; ;2; ; ; ; ; ; ;2;3;1; ;1;99;9999;2; ;2014;16; ; ;1; ; ;1;3;16; ; ; ;5;3;5;3;5;5;5;5;3;3;1;6;7;1;1; ;4;1; ; ;131; ;1;4;2;,72100993449308
502;1;50;2;2;2;5;2;5;5;5;5;5;3;5;0;5;5;5;5;5;5;5;5;1;1;5;5;5;5;5;3;5;5;5;5;5; ; ;5;5;1;5;1;5;5;5;5;5;5;1;3;5; ; ;2;2;2;2; ;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;5; ; ;5;1;5;1;5;5;5;5;5;5;5;5;5;5;5;1;5;5;5;5;5;5;5;24; ; ; ;1;2;24; ; ; ; ; ; ; ;5;1;3; ; ;5;5;5;99; ; ; ;1;10;5; ; ; ; ;1;1; ; ;1;5;2009;2; ;2016;7; ; ;13; ; ;3;3;30; ; ; ;5;1;5;1;5;5;5;5;1;2;1;1;14;5; ; ;5; ; ; ;78; ;4;1;99;,72100993449308
503;1;57;4;9;9;5;2;2;4;3;5;4;3;0;4;3;5;2;4;3;4;4;1;4;3;4;3;3;4;3;4;0;0;5;3;2; ; ;5;4;1;4;1;3;1;5;4;5;3;3;1;4; ; ;1;1;2;2;4;5;5;5;5;4;5;5;3;3;2;1;3;3;0;4;5; ; ;5;1;3;4;4;5;5;4;5;4;5;5;4;4;3;5;4;4;4;4;4;4;5;13;18; ; ;1;99; ; ; ; ; ; ; ; ;4;3;6; ; ;4;3;4;99; ; ; ;1;5;1; ; ; ; ;3;2; ; ;1;2;1983;2; ;2012; ; ; ; ; ; ;3;3;3;30; ; ;2;1;0;1;0;0;0;4;3;1;2; ; ;4;4; ;5; ; ; ;67; ;4;1;7;,439604933986956
509;1;4;1;2; ;5;2;5;5;1;4;5;1;3;1;5;5;2;5;4;5;5;5;2;5;5;5;5;3;5;2;3;5;3;4;2; ; ;5;5;2;5;5;3;1;3;5;5;5;3;3;3; ; ;1;2;2;1;4;4;5;5;4;3;5;5;5;4;5;5;4;5;2;5;5; ; ;5;3;4;4;5;5;5;4;5;5;5;5;5;5;3;2;5;5;5;5;5;3;5;1;18; ; ;1;2;1;3;11; ; ; ; ; ;3;2;16; ; ;5;4;4;2; ; ; ;1;7;11; ; ; ; ;1;1; ; ;1;1;2007;1;12;2014;4; ; ;4;15; ;3;3;2; ; ; ;3;1;5;1;4;4;5;3;3;1;2; ; ;4;1; ;5; ; ; ;153; ;4;5;6;1,2796986392492
510;1;19;2;2;2;6;2;5;4;5;5;4;2;5;1;5;5;2;5;4;5;5;1;1;1;5;5;5;1;5;5;5;3;3;5;5; ; ;5;5;1;5;5;1;1;5;5;5;5;1;1;5; ; ;1;2;2;2;5;5;5;5;5;5;5;5;5;1;5;5;5;5;3;5;5; ; ;5;1;1;1;5;5;5;5;5;5;5;5;3;2;1;1;5;5;4;5;5;5;5;2; ; ; ;1;1;9;13;10; ; ; ; ; ;5;5;3; ; ;5;3;1;1;2; ; ; ;7;5;7; ; ; ;2;1;2; ;3;5;2007;2; ;2013;2; ; ;5; ; ;3;1;4;2;30;37;5;1;5;5;5;2;5;5;5;3;1;2;24;5; ; ;5; ; ; ;15; ;1;7;4;,439604933986956
511;1;10;2;34;2;5;2;4;3;5;3;4;2;2;0;5;5;5;4;4;4;4;5;5;4;5;5;5;2;5;4;5;3;5;4;5; ; ;5;5;3;5;4;3;2;5;5;4;5;5;5;5; ; ;1;2;2;2;4;4;5;5;5;4;3;4;3;5;5;3;4;5;5;5;5; ; ;4;1;5;3;5;5;5;3;5;4;4;4;5;5;3;3;5;5;5;5;5;3;5;7;13; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ;1;1; ; ;1;99;2008;2; ;2014;5; ; ;15; ; ;3;1;30; ; ; ;5;4;5;1;5;4;5;4;5;1;2; ; ;4;4; ;5; ; ; ;123; ;4;5;4;1,2796986392492
514;1;57;2;1;2;5;1;5;1;4;4;5;2;0;5;1;1;1;4;2;3;3;1;4;5;5;5;1;2;4;5;4;1;4;3;3; ; ;5;4;1;5;1;1;1;5;5;5;1;2;1;2; ; ;1;1;2;2;5;5;5;4;4;3;3;3;3;2;1;3;1;2;1;5;5; ; ;5;1;5;5;5;5;5;1;5;5;4;5;5;5;5;2;4;4;2;3;5;5;5;13; ; ; ;1;99; ; ; ; ; ; ; ; ;4;4;5; ; ;4;4;2;2; ; ; ;1;8;1;8; ; ; ;3;6; ; ;1;2;2005;2; ;2014; ; ; ; ; ; ;3;3;4;36; ; ;2;1;4;1;5;4;3;3;3;1;2; ; ;5; ; ;5; ; ; ;56; ;4;5;5;,439604933986956
515;1;32;2;2;2;5;2;5;5;5;3;4;2;4;4;3;5;2;5;5;3;4;1;1;1;5;3;3;1;5;3;2;4;3;3;3; ; ;5;4;2;5;5;1;1;3;4;4;5;5;3;3; ; ;1;2;2;1;4;4;4;3;3;4;5;5;5;5;4;3;5;5;4;4;4; ; ;5;1;3;3;5;5;5;3;5;5;5;5;3;4;3;3;5;5;5;4;5;3;4;28; ; ; ;1;1;3;10; ; ; ; ; ; ;3;2;6; ; ;3;3;3;1;2; ; ; ;5;24; ; ; ; ;2;2;1; ;2;5;2008;2; ;2013;1; ; ;15; ; ;3;3;6;2;3; ;3;3;5;3;4;5;5;3;2;1;1;1;1;5; ; ;4;99; ; ;161; ;4;2;5;1,2796986392492
518;1;70;2;2;2;5;2;5;5;5;4;5;1;1;1;1;5;5;5;5;5;3;5;1;5;1;5;5;3;1;5;3;5;5;1;5; ; ;5;5;1;5;5;1;1;5;1;5;1;5;3;5; ; ;1;2;2;1;5;4;5;5;4;5;4;5;5;5;4;5;5;5;3;5;5; ; ;5;1;5;3;5;5;4;4;5;5;5;5;5;5;5;4;4;5;5;5;5;5;5;1; ; ; ;1;99; ; ; ; ; ; ; ; ;4;5;9; ; ;4;4;3;2; ; ; ;1;5;7; ; ; ; ;3;2; ; ;1;1;2008;2; ;2013;7; ; ;6; ; ;3;3;29; ; ; ;4;1;5;1;5;4;5;3;4;1;1;4;12;5; ; ;5; ; ; ;124; ;4;4;6;,72100993449308
519;1;28;2;2;2;6;2;5;1;4;1;4;1;1;0;5;5;1;4;1;1;1;3;1;1;3;4;4;1;3;4;2;1;3;3;3; ; ;5;2;1;5;1;1;1;4;4;3;3;4;1;1; ; ;1;2;2;2;4;4;4;2;1;2;1;1;1;3;4;2;3;3;1;5;4; ; ;5;1;5;2;5;3;3;3;5;3;3;3;2;1;1;1;4;5;4;3;4;1;4;2; ; ; ;1;6;2; ; ; ; ; ; ; ;3;5;19; ; ;4;5;3;1; ; ; ; ;4;5; ; ; ; ;2;3; ; ;1;1;2009;2; ;2013;7; ; ;11; ; ;3;3;99; ; ; ;4;1;5;3;4;4;3;2;2;1;2; ; ;5; ; ;5; ; ; ;1; ;1;8;4;,888030888030888
520;1;3;2;2;2;5;2;5;1;5;5;5;1;4;0;5;5;1;5;5;5;5;5;1;3;5;4;4;1;5;2;4;5;5;4;4; ; ;4;5;1;4;1;1;2;4;2;1;2;5;4;1; ; ;1;2;2;2;4;5;4;5;3;4;5;4;5;5;5;4;4;3;3;2;5; ; ;5;3;5;1;4;4;5;3;4;4;5;5;4;4;3;1;4;5;3;5;5;4;5;14;18; ; ;1;99; ; ; ; ; ; ; ; ;3;3;7; ; ;3;3;2;1; ; ; ; ;6;5; ; ; ; ;2;1;2; ;1;1;2003;1;12;2013;16; ; ;4; ; ;3;1;4;2; ; ;3;1;5;3;4;5;5;3;2;2;2; ; ;3;4; ;2;12; ; ;64; ;4;4;6;,888030888030888
521;1;28;4;2;2;6;1;5;4;5;4;4;1;3;0;4;4;3;4;4;3;4;5;1;5;1;4;5;4;1;3;1;3;4;1;3; ; ;4;4;1;4;1;4;4;4;3;4;3;4;5;1; ; ;1;2;2;2;4;4;3;4;4;1;4;4;4;5;5;4;5;5;4;5;5; ; ;4;3;5;5;5;5;4;4;4;4;4;4;5;5;3;3;5;5;5;5;5;5;5;1; ; ; ;1;7;6;11;4;29; ; ; ; ;4;4;5; ; ;4;4;4;2; ; ; ;1;9;7; ; ; ; ;3;2; ; ;1;9;2009;2; ;2013;7; ; ;13; ; ;1;3;6;2; ; ;5;4;5;1;5;5;5;5;5;3;1;5;1;5; ; ;4;28; ; ;1; ;1;7;1;,888030888030888
522;1;57;2;2;2;4;2;2;2;4;4;3;3;3;1;3;4;2;4;2;3;3;3;1;5;3;2;5;2;4;3;1;1;2;3;2; ; ;5;4;3;2;3;1;1;5;5;5;5;5;1;3; ; ;2;2;1;2; ;4;2;3;3;3;3;4;4;3;5;1;3;3;3;5;5; ; ;5;1;5;4;5;4;4;1;4;4;4;4;4;3;1;3;5;5;4;5;5;1;5;13;18; ; ;1;2;1;7; ; ; ; ; ; ;3;1;6; ; ;3;4;2;1; ; ; ; ;5;1;2; ; ; ;2;1; ; ;1;8;2011;2; ;2014;5; ; ;9; ; ;3;3;2; ; ; ;2;1;3;1;2;2;5;2;1;2;1;1;21;5; ; ;5; ; ; ;11; ;3;4;7;,439604933986956
524;1;52;2;2;2;5;1;5;1;3;3;5;5;1;0;3;3;1;2;1;2;2;3;1;1;1;4;5;1;5;2;1;2;1;1;2; ; ;4;3;3;5;1;1;1;5;3;5;4;4;3;4; ; ;1;2;2;2;3;2;3;4;4;4;2;3;1;4;5;1;4;4;4;4;5; ; ;4;3;5;4;5;5;5;1;5;4;5;5;5;4;3;3;3;5;5;5;5;4;5;14;18; ; ;1;2;15;8;24; ; ; ; ; ;5;4;5; ; ;3;3;4;99; ; ; ;2; ; ; ; ; ; ;2;3;1; ;1;5;2008;2; ;2014;1; ; ;1;11; ;1;3;4;2; ; ;4;4;5;2;3;4;4;4;4;2;1;6;7;4;1; ;4;32; ; ;62; ;3;1;2;,72100993449308
525;1;38;2;2;2;5;2;5;4;5;2;4;5;3;0;3;4;5;3;3;2;3;4;4;4;5;5;4;4;5;2;5;2;4;2;4; ; ;3;4;1;5;5;4;5;5;3;5;4;3;5;5; ; ;2;2;2;2; ;2;3;5;3;3;2;3;1;0;5;1;5;3;5;4;3; ; ;3;2;3;1;1;2;3;1;3;3;5;5;5;5;5;5;5;5;5;5;5;5;5;1; ; ; ;1;2;1; ; ; ; ; ; ; ;1;5;3; ; ;5;5;3;2; ; ; ;2; ; ; ; ; ; ;1;1;3; ;3;99;2010;1;8;2015;1; ; ;16; ; ;1;1;2; ; ; ;5;5;5;5;5;5;5;5;5;1;1;6;1;5; ; ;5; ; ; ;24; ;4;5;2;,72100993449308
526;1;4;4;2;2;5;2;5;5;4;4;5;2;4;1;5;4;5;5;5;5;5;5;2;3;5;4;3;4;5;5;4;4;4;4;5; ; ;4;4;3;4;5;4;3;4;4;4;3;5;4;5; ; ;1;2;2;2;5;4;5;4;4;4;5;5;5;5;4;3;5;5;4;4;4; ; ;5;1;5;2;5;5;4;4;5;5;5;5;4;5;4;3;5;4;5;4;5;3;5;18; ; ; ;1;99; ; ; ; ; ; ; ; ;4;5;16; ; ;5;4;3;1; ; ; ; ;9;6;7;11; ; ;3;2; ; ;1;1;2008;2; ;2012;7; ; ;15; ; ;1;3;2; ; ; ;5;1;5;1;5;3;4;3;4;3;1;1;99;5; ; ;5; ; ; ;3; ;2;5;4;1,2796986392492
529;1;65;2;2;2;4;2;5;5;3;3;5;5;5;3;5;4;4;1;2;5;1;4;5;1;1;5;5;2;5;5;5;4;4;5;5; ; ;5;3;1;5;1;3;5;5;3;4;5;4;5;5; ; ;1;2;2;2;4;5;5;4;5;5;2;5;1;5;5;4;5;5;5;5;5; ; ;5;1;5;3;5;5;5;3;5;5;5;5;5;5;5;3;5;5;5;5;5;5;5;1;18; ; ;1;99; ; ; ; ; ; ; ; ;5;5;17; ; ;4;5;4;20; ; ; ;2; ; ; ; ; ; ;2;1;2; ;3;1;2011;2; ;2015;7; ; ;15; ; ;3;3;2; ; ; ;3;1;4;1;5;2;4;1;4;3;1;4;99;5; ; ;5; ; ; ;37; ;4;1;2;,72100993449308
532;1;38;2;2;2;5;2;5;2;5;5;5;3;1;0;2;5;1;5;1;1;4;3;1;5;5;5;3;1;5;1;1;3;3;3;1; ; ;5;1;1;5;1;3;1;5;5;5;1;5;1;3; ; ;1;2;2;2;3;5;5;5;5;5;5;5;5;5;5;5;5;5;3;5;4; ; ;3;1;5;5;5;5;5;3;5;3;5;5;5;3;1;3;5;5;5;5;5;3;5;1; ; ; ;1;4;2; ; ; ; ; ; ; ;5;4;17; ; ;3;5;3;4; ; ; ;1;3;5;4; ; ; ;3;2; ; ;1;1;2011;2; ;2015;5; ; ;15; ; ;1;3;2;30; ; ;4;3;5;5;4;3;3;5;3;3;1;6;17;1;1; ;3;1; ; ;147; ;4;5;2;,72100993449308
533;1;38;2;2;2;5;2;5;5;5;5;5;5;5;1;5;5;1;5;2;5;4;5;2;3;5;5;5;5;5;4;5;4;4;4;3; ; ;5;5;1;5;5;1;3;5;2;5;5;5;3;5; ; ;1;2;2;2;5;5;5;5;4;5;3;5;4;5;5;4;5;5;4;4;4; ; ;5;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;5;1; ; ; ;1;99; ; ; ; ; ; ; ; ;4;5;17; ; ;5;5;5;99;14; ; ;1;9;8; ; ; ; ;3;3; ; ;1;1;2011;2; ;2015;5;10; ;1; ; ;1;1;29;35; ; ;5;3;5;1;5;3;5;4;5;3;1;6;12;1;1; ;5; ; ; ;39; ;3;5;2;,72100993449308
534;1;4;2;2;2;4;2;5;4;4;4;3;1;3;0;5;1;1;4;1;4;5;5;3;4;1;4;5;1;4;4;1;2;1;4;1; ; ;4;1;1;4;4;1;1;5;4;4;4;4;1;4; ; ;1;99;99;99;4;4;4;4;4;4;1;4;4;4;5;4;1;5;4;4;4; ; ;4;3;5;3;5;5;5;3;4;2;5;5;4;5;4;4;4;5;5;5;5;5;5;1;18; ; ;1;99; ; ; ; ; ; ; ; ;4;3;2;12; ;4;4;4;99; ; ; ;1;5;1; ; ; ; ;2;2;5; ;1;1;2006;1;12;2014;4; ; ;9; ; ;3;3;6;3;2; ;4;4;5;4;4;4;5;4;3;3;1;3;21;4;5; ;4;33; ; ;20; ;2;6;99;1,2796986392492
535;1;28;4;2;2;6;2;5;5;5;4;5;1;1;0;5;2;1;5;2;5;5;1;1;1;1;5;5;1;4;1;1;1;1;4;1; ; ;5;1;1;5;1;1;3;5;1;3;5;5;1;1; ; ;1;2;2;2;3;5;5;5;4;2;1;5;5;3;5;3;1;3;3;5;5; ; ;5;1;5;5;5;5;5;3;3;1;5;5;5;5;2;2;5;5;5;5;5;3;5;13; ; ; ;1;0; ; ; ; ; ; ; ; ;2;4;6; ; ;4;2;2;99; ; ; ;2; ; ; ; ; ; ;3;2; ; ;1;5;2009;2; ;2014;7; ; ;11; ; ;3;3;2;29; ; ;5;4;5;3;5;4;4;4;4;3;1;3;2;5; ; ;5; ; ; ;1; ;99;4;2;,888030888030888
536;1;81;2;2;2;5;2;5;5;5;4;5;3;4;0;5;5;3;5;4;5;4;4;3;4;4;3;5;3;3;3;2;4;5;5;5; ; ;4;5;2;5;5;1;4;4;3;4;3;5;5;4; ; ;2;2;2;2; ;3;3;4;5;4;5;5;5;5;5;4;5;5;4;5;5; ; ;4;1;4;3;4;5;5;3;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1; ; ; ;1;1;2; ; ; ; ; ; ; ;5;2;6; ; ;3;3;4;99; ; ; ;1;3;5;7;19; ; ;2;2; ; ;1;4;2012;2; ;2014;7; ; ;6; ; ;4;1;6;2;5; ;3;3;4;3;4;4;5;3;3;2;2; ; ;3;1; ;5; ; ; ;65; ;4;5;5;,888030888030888
537;1;84;2;2;2;4;2;5;5;5;5;5;1;1;0;5;5;1;5;5;1;5;1;5;1;1;5;5;1;1;5;1;5;1;5;1; ; ;1;1;1;5;5;5;1;5;5;5;5;5;1;5; ; ;1;2;2;2;5;5;5;5;5;5;1;1;5;5;5;5;1;5;1;5;5; ; ;5;1;5;1;5;5;5;1;5;1;5;5;5;5;1;1;5;5;5;5;5;5;5;7; ; ; ;1;99; ; ; ; ; ; ; ; ;5;5;9;12; ;1;1;1;99; ; ; ;1;1;5; ; ; ; ;3;17; ; ;3;1;2011;2; ;2015;10; ; ;13; ; ;1;3;2;29; ; ;5;5;5;5;5;5;5;5;5;3;1;1;1;5; ; ;5; ; ; ;53; ;3;5;2;,72100993449308
541;1;3;1;2; ;6;2;4;5;2;3;3;1;3;0;5;1;1;4;3;2;3;3;4;1;5;4;1;3;3;3;1;3;4;1;1; ; ;4;4;2;3;5;4;1;1;3;4;3;4;2;1; ; ;1;2;2;2;4;2;3;4;4;2;4;3;5;4;4;2;5;3;3;5;4; ; ;4;1;5;5;5;4;4;2;3;3;4;4;4;3;3;3;3;4;4;5;4;2;5;7; ; ; ;1;99; ; ; ; ; ; ; ; ;4;4;12; ; ;4;4;3;99; ; ; ;2; ; ; ; ; ; ;2;1;2; ;3;2;2011;1;4;2014;18; ; ;13; ; ;3;1;30; ; ; ;2;1;5;1;4;5;4;2;1;1;2; ; ;2;6; ;4;14; ; ;109; ;1;4;4;1,2796986392492
548;1;26;2;2;2;5;1;5;2;4;4;5;1;3;0;5;1;1;5;1;4;5;2;3;5;4;1;4;1;4;4;2;4;1;5;1; ; ;5;1;1;3;1;1;1;2;5;5;5;5;1;1; ; ;1;2;2;2;3;4;4;4;4;4;1;4;4;3;5;4;4;2;1;2;5; ; ;5;2;4;5;5;5;5;3;5;3;5;5;5;5;2;2;3;5;3;3;4;1;4;1; ; ; ;1;99; ; ; ; ; ; ; ; ;3;2;18; ; ;5;5;3;1; ; ; ; ;7;6; ; ; ; ;1;1; ; ;1;1;2010;2; ;2013;5;19; ;4; ; ;3;1;30; ; ; ;4;3;4;2;3;2;5;2;2;1;1;2;1;5; ; ;5; ; ; ;152; ;4;5;99;1,2796986392492
549;1;38;2;2;2;4;2;5;5;5;4;4;1;1;0;5;5;5;5;5;5;5;5;1;5;4;4;1;4;5;4;1;4;4;4;2; ; ;5;5;1;5;5;4;1;5;3;3;1;5;5;2; ; ;1;2;2;1;4;4;4;4;4;3;5;5;5;5;5;3;5;5;3;4;4; ; ;5;1;5;4;5;5;5;5;5;5;5;5;5;5;1;3;4;5;5;5;5;5;5;1;18; ; ;1;1;4;2; ; ; ; ; ; ;4;5;12; ; ;4;3;4;2; ; ; ;1;8;99; ; ; ; ;2;3; ; ;2;1;2012;2; ;2015;7; ; ;13; ; ;3;1;2;29; ; ;5;2;5;3;5;5;5;4;4;3;1;2;2;5; ; ;5; ; ; ;37; ;4;1;3;,72100993449308
551;1;28;2;2;2;5;1;1;1;5;2;4;1;1;1;3;5;1;3;1;1;5;5;3;5;5;1;5;3;1;5;1;1;1;5;1; ; ;4;3;1;3;1;1;1;2;5;4;5;3;2;1; ; ;1;2;2;2;4;5;5;4;4;4;1;5;5;5;4;1;1;5;3;5;4; ; ;4;3;5;5;5;5;4;3;5;1;5;4;5;4;4;3;4;5;5;3;5;5;5;7; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ;1;1; ; ;1;1;2011;2; ;2014;7; ; ;4; ; ;1;1;29; ; ; ;3;1;5;3;5;3;3;3;5;1;2; ; ;5; ; ;5; ; ; ;159; ;2;1;2;,888030888030888
554;1;38;4;21;21;5;2;3;5;3;2;2;5;1;1;5;4;5;1;1;1;1;5;1;1;3;5;5;1;1;1;1;2;5;2;3; ; ;5;4;5;5;5;4;2;4;5;4;5;4;3;4; ; ;1;1;2;2;4;5;5;5;5;4;4;5;3;5;5;2;4;5;5;5;5; ; ;5;1;5;4;3;4;4;3;5;4;4;5;5;4;3;4;1;5;4;5;5;4;4;18; ; ; ;1;2; ; ; ; ; ; ; ; ;3;3;15; ; ;4;3;2;1; ; ; ; ;7;6;7; ; ; ;2;3; ; ;1;1;2011;2; ;2013;7; ; ;7; ; ;2;3;5; ; ; ;5;5;4;4;4;3;5;4;3;1;1;1;1;5; ; ;5; ; ; ;75; ;4;2;4;,72100993449308
557;1;26;1;2; ;6;1;3;4;5;1;4;1;4;0;5;5;5;1;1;3;1;4;3;5;5;4;5;1;1;4;1;3;4;3;4; ; ;5;4;5;5;4;1;1;4;4;4;4;4;5;4; ; ;1;2;2;2;4;3;4;4;4;4;1;2;3;5;4;4;5;5;4;4;5; ; ;5;3;4;1;5;2;4;2;3;3;5;5;5;4;4;3;4;5;4;5;5;4;5;1; ; ; ;1;2;1; ; ; ; ; ; ; ;4;5;5;16; ;4;4;4;2; ; ; ;2; ; ; ; ; ; ;2;2;3;12;1;1;2011;2; ;2013;10; ; ;13; ; ;3;3;6;5; ; ;4;3;5;4;5;4;4;3;4;1;2; ; ;5; ; ;5; ; ; ;47; ;1;8;1;1,2796986392492
558;1;38;2;2;2;5;2;5;3;4;4;5;5;5;0;4;5;3;5;4;5;4;4;3;1;3;4;5;5;1;4;5;4;5;4;3; ; ;5;3;3;5;5;4;1;4;3;4;3;5;5;3; ; ;1;2;2;2;3;4;4;4;5;4;4;4;5;3;4;4;5;4;5;4;5; ; ;5;1;5;3;5;5;5;3;5;4;5;5;4;4;4;4;4;4;4;3;5;4;4;13; ; ; ;1;2;1; ; ; ; ; ; ; ;3;4;16; ; ;4;4;4;99; ; ; ;2; ; ; ; ; ; ;2;2;1; ;1;5;2009;1;22;2014;5;6; ;13; ; ;3;3;2;29; ; ;3;4;5;1;5;3;4;3;4;3;1;6;7;1;1; ;3;1; ; ;147; ;2;5;2;,72100993449308
559;1;57;1;2; ;5;1;5;3;4;4;4;2;4;0;5;4;4;5;4;5;5;5;3;5;4;4;4;3;3;4;3;4;4;4;5; ; ;5;5;2;4;4;3;1;5;5;4;4;4;4;4; ; ;1;2;1;2;4;4;4;4;4;3;5;5;5;5;4;4;5;5;4;4;4; ; ;5;1;3;4;4;4;4;3;5;5;5;5;5;5;5;4;5;5;4;5;5;5;5;14; ; ; ;1;99; ; ; ; ; ; ; ; ;4;3;8; ; ;4;5;4;28; ; ; ;1;8;7; ; ; ; ;2;2;1; ;1;1;2009;2; ;2013;7; ; ;8; ; ;3;3;2;5; ; ;4;2;5;3;4;4;5;3;3;1;1;3;1;5; ; ;4;27; ; ;99; ;4;4;4;,439604933986956
564;1;19;1;2; ;5;1;5;1;3;4;4;1;3;1;5;3;1;4;3;1;4;4;1;1;4;4;1;1;3;1;2;1;3;3;3; ; ;4;3;1;5;1;1;1;5;1;3;1;3;1;2; ; ;1;2;2;2;3;4;4;3;4;3;3;4;4;5;4;1;5;5;1;4;3; ; ;5;1;2;1;5;5;5;3;4;3;5;4;5;5;1;1;3;4;5;5;5;3;5;7; ; ; ;1;1;9;13; ; ; ; ; ; ;3;2;18; ; ;1;2;1;1; ; ; ; ;5;5; ; ; ; ;1;2; ; ;1;1;2010;2; ;2013;1; ; ;4; ; ;3;3;2;4; ; ;5;1;5;1;5;4;4;2;2;3;1;5;1;3;4; ;3;1; ; ;158; ;4;1;2;,439604933986956
565;1;60;2;19;2;5;2;4;2;5;2;2;4;4;0;5;5;4;3;2;2;1;5;2;1;3;5;5;5;1;1;2;2;5;2;5; ; ;5;1;5;4;1;1;1;4;5;5;1;1;5;3; ; ;1;2;2;2;5;1;1;5;5;5;5;5;5;1;1;5;1;1;1;1;5; ; ;4;3;4;5;5;5;5;1;5;1;5;5;5;5;1;1;5;5;5;5;5;1;5;1; ; ; ;1;19;2;10;7; ; ; ; ; ;5;5;5; ; ;1;3;3;99; ; ; ;1;6;5; ; ; ; ;2;2;1; ;2;1;2009;2; ;2012;7; ; ;4; ; ;3;1;2;29; ; ;4;1;5;4;5;5;5;1;5;2;1;6;99;1;1; ;1;1; ; ;146; ;3;4;2;,439604933986956
569;1;30;2;2;19;4;2;5;5;5;3;5;5;5;1;5;1;5;5;1;1;1;5;1;1;5;3;5;5;5;1;5;5;3;3;5; ; ;5;5;5;5;5;5;1;5;1;1;1;5;5;3; ; ;1;2;2;2;3;3;3;3;3;1;1;1;1;5;5;5;5;5;3;5;5; ; ;4;3;4;3;5;5;5;3;5;5;5;5;5;5;5;4;5;5;5;5;5;5;5;22;36; ; ;1;99; ; ; ; ; ; ; ; ;3;3;17; ; ;3;4;5;99; ; ; ;1;9;7;8; ; ; ;3;3;4; ;2;99;2006;2; ;2014;6; ; ;7; ; ;3;1;20; ; ; ;5;1;5;1;5;5;5;5;5;3;1;5;12;5; ; ;5; ; ; ;62; ;2;1;1;,72100993449308
571;1;77;2;2;2;6;1;4;4;4;4;4;3;4;0;4;4;4;4;4;5;5;4;2;4;4;4;4;3;3;4;4;4;4;3;3; ; ;4;5;3;5;4;3;3;4;3;3;4;5;4;3; ; ;1;2;1;2;4;3;3;4;4;3;4;4;4;4;4;4;5;5;4;4;4; ; ;4;1;4;4;5;5;5;5;5;5;5;5;5;4;4;5;5;5;5;5;5;5;5;23; ; ; ;1;2;1;31; ; ; ; ; ; ;4;5;16; ; ;4;4;3;1; ; ; ; ;8;5;11; ; ; ;3;2; ; ;1;4;2009;2; ;2014;7; ; ;9; ; ;1;3;5;2;30; ;2;2;5;3;5;5;5;4;5;3;1;5;1;5; ; ;4;24; ; ;141; ;1;7;2;,72100993449308
